county,gender,race,year,y,n,county_name
67,1,1,1,11,59130,Portage
67,1,1,2,22,60098,Portage
67,1,1,3,19,60894,Portage
67,1,1,4,20,62428,Portage
67,1,1,5,24,62790,Portage
67,1,1,6,25,63526,Portage
67,1,1,7,33,64124,Portage
67,1,1,8,25,63968,Portage
67,1,1,9,23,64442,Portage
67,1,1,10,25,64252,Portage
67,1,1,11,24,64629,Portage
67,1,1,12,21,64489,Portage
67,1,1,13,31,65067,Portage
67,1,1,14,31,65962,Portage
67,1,1,15,49,65941,Portage
67,1,1,16,39,65617,Portage
67,1,1,17,39,65600,Portage
67,1,1,18,40,65631,Portage
67,1,1,19,27,65972,Portage
67,1,1,20,42,66334,Portage
67,1,1,21,37,66572,Portage
67,1,2,1,1,1375,Portage
67,1,2,2,1,1448,Portage
67,1,2,3,1,1555,Portage
67,1,2,4,1,1615,Portage
67,1,2,5,0,1680,Portage
67,1,2,6,0,1755,Portage
67,1,2,7,1,1830,Portage
67,1,2,8,0,1879,Portage
67,1,2,9,0,1951,Portage
67,1,2,10,1,2017,Portage
67,1,2,11,0,2096,Portage
67,1,2,12,0,2143,Portage
67,1,2,13,0,2241,Portage
67,1,2,14,2,2331,Portage
67,1,2,15,0,2400,Portage
67,1,2,16,1,2413,Portage
67,1,2,17,0,2440,Portage
67,1,2,18,2,2468,Portage
67,1,2,19,1,2513,Portage
67,1,2,20,2,2549,Portage
67,1,2,21,1,2569,Portage
67,2,1,1,2,60248,Portage
67,2,1,2,1,61088,Portage
67,2,1,3,5,61788,Portage
67,2,1,4,5,63047,Portage
67,2,1,5,4,63324,Portage
67,2,1,6,2,64100,Portage
67,2,1,7,7,64817,Portage
67,2,1,8,8,64774,Portage
67,2,1,9,11,65196,Portage
67,2,1,10,12,65057,Portage
67,2,1,11,9,65482,Portage
67,2,1,12,16,65459,Portage
67,2,1,13,6,66196,Portage
67,2,1,14,16,66920,Portage
67,2,1,15,16,66635,Portage
67,2,1,16,15,66254,Portage
67,2,1,17,24,65977,Portage
67,2,1,18,14,65744,Portage
67,2,1,19,16,66108,Portage
67,2,1,20,18,66282,Portage
67,2,1,21,17,66495,Portage
67,2,2,1,0,1382,Portage
67,2,2,2,0,1461,Portage
67,2,2,3,0,1547,Portage
67,2,2,4,0,1651,Portage
67,2,2,5,0,1703,Portage
67,2,2,6,0,1798,Portage
67,2,2,7,0,1840,Portage
67,2,2,8,1,1902,Portage
67,2,2,9,1,1980,Portage
67,2,2,10,0,2041,Portage
67,2,2,11,0,2118,Portage
67,2,2,12,1,2165,Portage
67,2,2,13,0,2266,Portage
67,2,2,14,0,2319,Portage
67,2,2,15,1,2367,Portage
67,2,2,16,0,2351,Portage
67,2,2,17,2,2334,Portage
67,2,2,18,2,2329,Portage
67,2,2,19,0,2381,Portage
67,2,2,20,0,2400,Portage
67,2,2,21,0,2424,Portage
68,1,1,1,4,16321,Preble
68,1,1,2,6,16593,Preble
68,1,1,3,5,17014,Preble
68,1,1,4,8,17502,Preble
68,1,1,5,12,17643,Preble
68,1,1,6,7,17473,Preble
68,1,1,7,7,17372,Preble
68,1,1,8,10,17721,Preble
68,1,1,9,9,17880,Preble
68,1,1,10,8,18032,Preble
68,1,1,11,9,18186,Preble
68,1,1,12,9,18515,Preble
68,1,1,13,18,18625,Preble
68,1,1,14,10,18754,Preble
68,1,1,15,19,18735,Preble
68,1,1,16,20,18912,Preble
68,1,1,17,17,19393,Preble
68,1,1,18,16,19653,Preble
68,1,1,19,19,19462,Preble
68,1,1,20,9,19773,Preble
68,1,1,21,14,19810,Preble
68,1,2,1,0,64,Preble
68,1,2,2,0,60,Preble
68,1,2,3,0,61,Preble
68,1,2,4,0,65,Preble
68,1,2,5,0,70,Preble
68,1,2,6,0,73,Preble
68,1,2,7,0,82,Preble
68,1,2,8,0,79,Preble
68,1,2,9,0,81,Preble
68,1,2,10,0,88,Preble
68,1,2,11,0,96,Preble
68,1,2,12,0,106,Preble
68,1,2,13,0,102,Preble
68,1,2,14,0,105,Preble
68,1,2,15,0,108,Preble
68,1,2,16,1,114,Preble
68,1,2,17,0,118,Preble
68,1,2,18,0,121,Preble
68,1,2,19,0,129,Preble
68,1,2,20,0,131,Preble
68,1,2,21,0,138,Preble
68,2,1,1,1,16941,Preble
68,2,1,2,1,17253,Preble
68,2,1,3,3,17639,Preble
68,2,1,4,0,18155,Preble
68,2,1,5,4,18283,Preble
68,2,1,6,0,18041,Preble
68,2,1,7,2,17961,Preble
68,2,1,8,2,18284,Preble
68,2,1,9,3,18476,Preble
68,2,1,10,3,18621,Preble
68,2,1,11,4,18798,Preble
68,2,1,12,4,19120,Preble
68,2,1,13,6,19230,Preble
68,2,1,14,3,19111,Preble
68,2,1,15,2,18850,Preble
68,2,1,16,6,18854,Preble
68,2,1,17,4,19080,Preble
68,2,1,18,6,19067,Preble
68,2,1,19,7,18955,Preble
68,2,1,20,9,19110,Preble
68,2,1,21,4,19215,Preble
68,2,2,1,0,63,Preble
68,2,2,2,0,66,Preble
68,2,2,3,0,71,Preble
68,2,2,4,0,74,Preble
68,2,2,5,0,83,Preble
68,2,2,6,0,86,Preble
68,2,2,7,0,88,Preble
68,2,2,8,0,91,Preble
68,2,2,9,0,95,Preble
68,2,2,10,0,98,Preble
68,2,2,11,0,103,Preble
68,2,2,12,0,107,Preble
68,2,2,13,0,109,Preble
68,2,2,14,0,109,Preble
68,2,2,15,0,113,Preble
68,2,2,16,0,114,Preble
68,2,2,17,0,121,Preble
68,2,2,18,0,126,Preble
68,2,2,19,0,128,Preble
68,2,2,20,0,135,Preble
68,2,2,21,0,138,Preble
69,1,1,1,4,15198,Putnam
69,1,1,2,1,15339,Putnam
69,1,1,3,3,15500,Putnam
69,1,1,4,3,15792,Putnam
69,1,1,5,4,16240,Putnam
69,1,1,6,5,16294,Putnam
69,1,1,7,6,16190,Putnam
69,1,1,8,6,16550,Putnam
69,1,1,9,12,16777,Putnam
69,1,1,10,7,16666,Putnam
69,1,1,11,6,16484,Putnam
69,1,1,12,10,17095,Putnam
69,1,1,13,12,16380,Putnam
69,1,1,14,10,16573,Putnam
69,1,1,15,6,16519,Putnam
69,1,1,16,10,16416,Putnam
69,1,1,17,5,16596,Putnam
69,1,1,18,8,16560,Putnam
69,1,1,19,10,16546,Putnam
69,1,1,20,12,16680,Putnam
69,1,1,21,8,16754,Putnam
69,1,2,1,0,23,Putnam
69,1,2,2,0,24,Putnam
69,1,2,3,0,21,Putnam
69,1,2,4,0,21,Putnam
69,1,2,5,0,22,Putnam
69,1,2,6,0,20,Putnam
69,1,2,7,0,22,Putnam
69,1,2,8,0,22,Putnam
69,1,2,9,0,23,Putnam
69,1,2,10,0,25,Putnam
69,1,2,11,0,30,Putnam
69,1,2,12,0,34,Putnam
69,1,2,13,0,30,Putnam
69,1,2,14,0,26,Putnam
69,1,2,15,0,24,Putnam
69,1,2,16,0,23,Putnam
69,1,2,17,0,21,Putnam
69,1,2,18,0,19,Putnam
69,1,2,19,0,16,Putnam
69,1,2,20,0,15,Putnam
69,1,2,21,0,16,Putnam
69,2,1,1,1,15218,Putnam
69,2,1,2,1,15417,Putnam
69,2,1,3,0,15609,Putnam
69,2,1,4,0,15890,Putnam
69,2,1,5,0,16333,Putnam
69,2,1,6,1,16327,Putnam
69,2,1,7,0,16334,Putnam
69,2,1,8,2,16677,Putnam
69,2,1,9,3,16930,Putnam
69,2,1,10,1,16806,Putnam
69,2,1,11,2,16669,Putnam
69,2,1,12,1,17200,Putnam
69,2,1,13,1,16524,Putnam
69,2,1,14,4,16694,Putnam
69,2,1,15,3,16613,Putnam
69,2,1,16,3,16593,Putnam
69,2,1,17,5,16799,Putnam
69,2,1,18,4,16745,Putnam
69,2,1,19,6,16742,Putnam
69,2,1,20,2,16838,Putnam
69,2,1,21,3,16878,Putnam
69,2,2,1,0,33,Putnam
69,2,2,2,0,31,Putnam
69,2,2,3,0,33,Putnam
69,2,2,4,0,31,Putnam
69,2,2,5,0,30,Putnam
69,2,2,6,0,30,Putnam
69,2,2,7,0,31,Putnam
69,2,2,8,0,30,Putnam
69,2,2,9,0,29,Putnam
69,2,2,10,0,29,Putnam
69,2,2,11,0,30,Putnam
69,2,2,12,0,28,Putnam
69,2,2,13,0,28,Putnam
69,2,2,14,0,27,Putnam
69,2,2,15,0,25,Putnam
69,2,2,16,0,22,Putnam
69,2,2,17,0,20,Putnam
69,2,2,18,0,19,Putnam
69,2,2,19,0,20,Putnam
69,2,2,20,0,15,Putnam
69,2,2,21,0,11,Putnam
70,1,1,1,27,59958,Richland
70,1,1,2,27,59649,Richland
70,1,1,3,28,59266,Richland
70,1,1,4,30,59345,Richland
70,1,1,5,20,60092,Richland
70,1,1,6,35,60082,Richland
70,1,1,7,37,59765,Richland
70,1,1,8,33,59823,Richland
70,1,1,9,44,59936,Richland
70,1,1,10,32,59593,Richland
70,1,1,11,35,59669,Richland
70,1,1,12,34,59257,Richland
70,1,1,13,47,59297,Richland
70,1,1,14,41,59226,Richland
70,1,1,15,41,58549,Richland
70,1,1,16,38,57838,Richland
70,1,1,17,49,58273,Richland
70,1,1,18,34,58134,Richland
70,1,1,19,52,57486,Richland
70,1,1,20,46,57484,Richland
70,1,1,21,40,57235,Richland
70,1,2,1,2,4964,Richland
70,1,2,2,3,4890,Richland
70,1,2,3,1,4840,Richland
70,1,2,4,2,4738,Richland
70,1,2,5,6,4738,Richland
70,1,2,6,3,4705,Richland
70,1,2,7,1,4829,Richland
70,1,2,8,3,4965,Richland
70,1,2,9,2,5025,Richland
70,1,2,10,1,4898,Richland
70,1,2,11,3,4927,Richland
70,1,2,12,2,4974,Richland
70,1,2,13,4,5203,Richland
70,1,2,14,5,5293,Richland
70,1,2,15,4,5354,Richland
70,1,2,16,4,5358,Richland
70,1,2,17,4,5446,Richland
70,1,2,18,3,5493,Richland
70,1,2,19,7,5569,Richland
70,1,2,20,3,5623,Richland
70,1,2,21,2,5647,Richland
70,2,1,1,6,62078,Richland
70,2,1,2,6,61736,Richland
70,2,1,3,10,61213,Richland
70,2,1,4,3,61205,Richland
70,2,1,5,4,61799,Richland
70,2,1,6,9,61901,Richland
70,2,1,7,7,61581,Richland
70,2,1,8,11,61813,Richland
70,2,1,9,8,61909,Richland
70,2,1,10,14,61631,Richland
70,2,1,11,13,61752,Richland
70,2,1,12,9,61420,Richland
70,2,1,13,10,61539,Richland
70,2,1,14,18,61556,Richland
70,2,1,15,18,60983,Richland
70,2,1,16,17,60410,Richland
70,2,1,17,12,60906,Richland
70,2,1,18,13,60877,Richland
70,2,1,19,19,60085,Richland
70,2,1,20,29,60063,Richland
70,2,1,21,22,59779,Richland
70,2,2,1,1,4020,Richland
70,2,2,2,0,4011,Richland
70,2,2,3,1,4093,Richland
70,2,2,4,0,4054,Richland
70,2,2,5,0,4172,Richland
70,2,2,6,2,4255,Richland
70,2,2,7,0,4295,Richland
70,2,2,8,1,4362,Richland
70,2,2,9,0,4433,Richland
70,2,2,10,1,4459,Richland
70,2,2,11,1,4552,Richland
70,2,2,12,0,4580,Richland
70,2,2,13,1,4683,Richland
70,2,2,14,2,4701,Richland
70,2,2,15,0,4693,Richland
70,2,2,16,0,4658,Richland
70,2,2,17,1,4714,Richland
70,2,2,18,0,4724,Richland
70,2,2,19,1,4710,Richland
70,2,2,20,1,4767,Richland
70,2,2,21,3,4775,Richland
71,1,1,1,15,29749,Ross
71,1,1,2,13,29518,Ross
71,1,1,3,11,29289,Ross
71,1,1,4,20,29289,Ross
71,1,1,5,16,29683,Ross
71,1,1,6,14,29722,Ross
71,1,1,7,10,29527,Ross
71,1,1,8,15,29869,Ross
71,1,1,9,12,29746,Ross
71,1,1,10,27,30353,Ross
71,1,1,11,25,30694,Ross
71,1,1,12,18,30763,Ross
71,1,1,13,18,30736,Ross
71,1,1,14,24,31099,Ross
71,1,1,15,19,31147,Ross
71,1,1,16,24,31365,Ross
71,1,1,17,23,32074,Ross
71,1,1,18,21,32252,Ross
71,1,1,19,18,31908,Ross
71,1,1,20,27,32183,Ross
71,1,1,21,27,32214,Ross
71,1,2,1,1,1828,Ross
71,1,2,2,1,1824,Ross
71,1,2,3,1,1838,Ross
71,1,2,4,3,1866,Ross
71,1,2,5,0,1915,Ross
71,1,2,6,2,1959,Ross
71,1,2,7,2,1979,Ross
71,1,2,8,0,2036,Ross
71,1,2,9,1,2042,Ross
71,1,2,10,2,2119,Ross
71,1,2,11,1,2175,Ross
71,1,2,12,1,2226,Ross
71,1,2,13,1,2275,Ross
71,1,2,14,3,2354,Ross
71,1,2,15,2,2411,Ross
71,1,2,16,2,2488,Ross
71,1,2,17,0,2587,Ross
71,1,2,18,0,2613,Ross
71,1,2,19,0,2650,Ross
71,1,2,20,1,2696,Ross
71,1,2,21,0,2699,Ross
71,2,1,1,2,28865,Ross
71,2,1,2,3,28755,Ross
71,2,1,3,3,28590,Ross
71,2,1,4,3,28568,Ross
71,2,1,5,6,28939,Ross
71,2,1,6,4,29069,Ross
71,2,1,7,7,28886,Ross
71,2,1,8,2,29299,Ross
71,2,1,9,4,29322,Ross
71,2,1,10,9,29918,Ross
71,2,1,11,6,30338,Ross
71,2,1,12,8,30504,Ross
71,2,1,13,4,30542,Ross
71,2,1,14,6,30710,Ross
71,2,1,15,6,30704,Ross
71,2,1,16,8,30794,Ross
71,2,1,17,13,31302,Ross
71,2,1,18,8,31386,Ross
71,2,1,19,7,30924,Ross
71,2,1,20,8,31223,Ross
71,2,1,21,15,31217,Ross
71,2,2,1,0,1247,Ross
71,2,2,2,0,1229,Ross
71,2,2,3,0,1219,Ross
71,2,2,4,0,1212,Ross
71,2,2,5,0,1230,Ross
71,2,2,6,0,1230,Ross
71,2,2,7,0,1224,Ross
71,2,2,8,1,1261,Ross
71,2,2,9,0,1274,Ross
71,2,2,10,0,1308,Ross
71,2,2,11,1,1346,Ross
71,2,2,12,0,1357,Ross
71,2,2,13,0,1392,Ross
71,2,2,14,0,1407,Ross
71,2,2,15,1,1414,Ross
71,2,2,16,0,1422,Ross
71,2,2,17,0,1451,Ross
71,2,2,18,0,1463,Ross
71,2,2,19,0,1446,Ross
71,2,2,20,0,1464,Ross
71,2,2,21,0,1482,Ross
72,1,1,1,16,29034,Sandusky
72,1,1,2,12,29047,Sandusky
72,1,1,3,17,28949,Sandusky
72,1,1,4,14,29167,Sandusky
72,1,1,5,10,29981,Sandusky
72,1,1,6,19,30403,Sandusky
72,1,1,7,15,30170,Sandusky
72,1,1,8,14,30541,Sandusky
72,1,1,9,15,30446,Sandusky
72,1,1,10,21,30553,Sandusky
72,1,1,11,23,30688,Sandusky
72,1,1,12,15,30562,Sandusky
72,1,1,13,18,30197,Sandusky
72,1,1,14,13,30152,Sandusky
72,1,1,15,19,29950,Sandusky
72,1,1,16,15,29807,Sandusky
72,1,1,17,22,30161,Sandusky
72,1,1,18,21,30113,Sandusky
72,1,1,19,25,29984,Sandusky
72,1,1,20,14,30036,Sandusky
72,1,1,21,18,29937,Sandusky
72,1,2,1,0,584,Sandusky
72,1,2,2,1,585,Sandusky
72,1,2,3,0,594,Sandusky
72,1,2,4,0,603,Sandusky
72,1,2,5,0,617,Sandusky
72,1,2,6,0,641,Sandusky
72,1,2,7,0,651,Sandusky
72,1,2,8,0,671,Sandusky
72,1,2,9,0,677,Sandusky
72,1,2,10,0,691,Sandusky
72,1,2,11,0,696,Sandusky
72,1,2,12,0,710,Sandusky
72,1,2,13,1,728,Sandusky
72,1,2,14,0,725,Sandusky
72,1,2,15,0,741,Sandusky
72,1,2,16,0,761,Sandusky
72,1,2,17,1,783,Sandusky
72,1,2,18,0,785,Sandusky
72,1,2,19,0,791,Sandusky
72,1,2,20,1,797,Sandusky
72,1,2,21,1,818,Sandusky
72,2,1,1,0,30825,Sandusky
72,2,1,2,7,30799,Sandusky
72,2,1,3,1,30582,Sandusky
72,2,1,4,0,30704,Sandusky
72,2,1,5,4,31431,Sandusky
72,2,1,6,3,31724,Sandusky
72,2,1,7,2,31492,Sandusky
72,2,1,8,2,31927,Sandusky
72,2,1,9,4,31638,Sandusky
72,2,1,10,5,31794,Sandusky
72,2,1,11,8,31886,Sandusky
72,2,1,12,8,31688,Sandusky
72,2,1,13,8,31310,Sandusky
72,2,1,14,10,31088,Sandusky
72,2,1,15,7,30746,Sandusky
72,2,1,16,8,30418,Sandusky
72,2,1,17,2,30584,Sandusky
72,2,1,18,12,30337,Sandusky
72,2,1,19,7,30104,Sandusky
72,2,1,20,7,30096,Sandusky
72,2,1,21,13,30018,Sandusky
72,2,2,1,0,618,Sandusky
72,2,2,2,0,611,Sandusky
72,2,2,3,0,626,Sandusky
72,2,2,4,0,640,Sandusky
72,2,2,5,0,665,Sandusky
72,2,2,6,0,692,Sandusky
72,2,2,7,0,699,Sandusky
72,2,2,8,1,727,Sandusky
72,2,2,9,0,724,Sandusky
72,2,2,10,0,749,Sandusky
72,2,2,11,0,770,Sandusky
72,2,2,12,0,777,Sandusky
72,2,2,13,0,791,Sandusky
72,2,2,14,0,799,Sandusky
72,2,2,15,0,807,Sandusky
72,2,2,16,1,817,Sandusky
72,2,2,17,0,842,Sandusky
72,2,2,18,1,846,Sandusky
72,2,2,19,1,853,Sandusky
72,2,2,20,0,876,Sandusky
72,2,2,21,0,880,Sandusky
73,1,1,1,22,35832,Scioto
73,1,1,2,28,36020,Scioto
73,1,1,3,32,36089,Scioto
73,1,1,4,32,36607,Scioto
73,1,1,5,38,37566,Scioto
73,1,1,6,25,37420,Scioto
73,1,1,7,23,37569,Scioto
73,1,1,8,29,38079,Scioto
73,1,1,9,29,39832,Scioto
73,1,1,10,28,39566,Scioto
73,1,1,11,24,39192,Scioto
73,1,1,12,34,39392,Scioto
73,1,1,13,35,39211,Scioto
73,1,1,14,30,39174,Scioto
73,1,1,15,42,39189,Scioto
73,1,1,16,31,39446,Scioto
73,1,1,17,50,39219,Scioto
73,1,1,18,43,38722,Scioto
73,1,1,19,45,38009,Scioto
73,1,1,20,38,38039,Scioto
73,1,1,21,46,37676,Scioto
73,1,2,1,1,555,Scioto
73,1,2,2,1,606,Scioto
73,1,2,3,0,673,Scioto
73,1,2,4,0,783,Scioto
73,1,2,5,2,897,Scioto
73,1,2,6,1,998,Scioto
73,1,2,7,0,1096,Scioto
73,1,2,8,3,1214,Scioto
73,1,2,9,1,1366,Scioto
73,1,2,10,0,1461,Scioto
73,1,2,11,2,1550,Scioto
73,1,2,12,0,1683,Scioto
73,1,2,13,3,1785,Scioto
73,1,2,14,0,1876,Scioto
73,1,2,15,1,1999,Scioto
73,1,2,16,0,2010,Scioto
73,1,2,17,0,1962,Scioto
73,1,2,18,0,1911,Scioto
73,1,2,19,0,1920,Scioto
73,1,2,20,0,1924,Scioto
73,1,2,21,1,1922,Scioto
73,2,1,1,7,39098,Scioto
73,2,1,2,2,39219,Scioto
73,2,1,3,5,39307,Scioto
73,2,1,4,7,39670,Scioto
73,2,1,5,10,40712,Scioto
73,2,1,6,4,40383,Scioto
73,2,1,7,7,40649,Scioto
73,2,1,8,8,41159,Scioto
73,2,1,9,6,42941,Scioto
73,2,1,10,4,42624,Scioto
73,2,1,11,8,42273,Scioto
73,2,1,12,7,42502,Scioto
73,2,1,13,16,42372,Scioto
73,2,1,14,8,42125,Scioto
73,2,1,15,11,42154,Scioto
73,2,1,16,12,42310,Scioto
73,2,1,17,20,42123,Scioto
73,2,1,18,13,41583,Scioto
73,2,1,19,26,40793,Scioto
73,2,1,20,18,40745,Scioto
73,2,1,21,20,40321,Scioto
73,2,2,1,0,733,Scioto
73,2,2,2,0,739,Scioto
73,2,2,3,0,765,Scioto
73,2,2,4,0,767,Scioto
73,2,2,5,0,794,Scioto
73,2,2,6,0,800,Scioto
73,2,2,7,1,802,Scioto
73,2,2,8,0,823,Scioto
73,2,2,9,2,867,Scioto
73,2,2,10,0,849,Scioto
73,2,2,11,0,853,Scioto
73,2,2,12,0,865,Scioto
73,2,2,13,0,876,Scioto
73,2,2,14,0,893,Scioto
73,2,2,15,2,925,Scioto
73,2,2,16,1,957,Scioto
73,2,2,17,0,971,Scioto
73,2,2,18,0,981,Scioto
73,2,2,19,0,954,Scioto
73,2,2,20,2,955,Scioto
73,2,2,21,0,944,Scioto
74,1,1,1,12,28868,Seneca
74,1,1,2,13,28782,Seneca
74,1,1,3,15,28698,Seneca
74,1,1,4,11,28854,Seneca
74,1,1,5,12,29380,Seneca
74,1,1,6,14,29812,Seneca
74,1,1,7,17,29703,Seneca
74,1,1,8,15,29559,Seneca
74,1,1,9,24,29381,Seneca
74,1,1,10,23,29576,Seneca
74,1,1,11,18,29757,Seneca
74,1,1,12,14,29829,Seneca
74,1,1,13,23,29264,Seneca
74,1,1,14,10,29009,Seneca
74,1,1,15,23,28909,Seneca
74,1,1,16,28,28857,Seneca
74,1,1,17,28,28988,Seneca
74,1,1,18,18,29158,Seneca
74,1,1,19,28,28895,Seneca
74,1,1,20,32,29092,Seneca
74,1,1,21,30,29117,Seneca
74,1,2,1,0,551,Seneca
74,1,2,2,0,562,Seneca
74,1,2,3,0,579,Seneca
74,1,2,4,1,581,Seneca
74,1,2,5,0,599,Seneca
74,1,2,6,0,604,Seneca
74,1,2,7,1,622,Seneca
74,1,2,8,0,629,Seneca
74,1,2,9,0,635,Seneca
74,1,2,10,0,640,Seneca
74,1,2,11,1,664,Seneca
74,1,2,12,0,681,Seneca
74,1,2,13,1,681,Seneca
74,1,2,14,0,677,Seneca
74,1,2,15,1,682,Seneca
74,1,2,16,1,684,Seneca
74,1,2,17,0,691,Seneca
74,1,2,18,0,689,Seneca
74,1,2,19,0,686,Seneca
74,1,2,20,0,692,Seneca
74,1,2,21,0,695,Seneca
74,2,1,1,5,30820,Seneca
74,2,1,2,3,30738,Seneca
74,2,1,3,3,30596,Seneca
74,2,1,4,4,30719,Seneca
74,2,1,5,8,31017,Seneca
74,2,1,6,1,31599,Seneca
74,2,1,7,4,31523,Seneca
74,2,1,8,10,31412,Seneca
74,2,1,9,5,31258,Seneca
74,2,1,10,8,31358,Seneca
74,2,1,11,9,31519,Seneca
74,2,1,12,5,31471,Seneca
74,2,1,13,6,30943,Seneca
74,2,1,14,7,30819,Seneca
74,2,1,15,4,30772,Seneca
74,2,1,16,7,30869,Seneca
74,2,1,17,11,31007,Seneca
74,2,1,18,7,31212,Seneca
74,2,1,19,3,30924,Seneca
74,2,1,20,8,31130,Seneca
74,2,1,21,10,31114,Seneca
74,2,2,1,0,576,Seneca
74,2,2,2,0,584,Seneca
74,2,2,3,0,609,Seneca
74,2,2,4,0,611,Seneca
74,2,2,5,0,619,Seneca
74,2,2,6,0,637,Seneca
74,2,2,7,0,654,Seneca
74,2,2,8,0,659,Seneca
74,2,2,9,0,660,Seneca
74,2,2,10,0,677,Seneca
74,2,2,11,1,686,Seneca
74,2,2,12,0,693,Seneca
74,2,2,13,0,702,Seneca
74,2,2,14,0,701,Seneca
74,2,2,15,0,701,Seneca
74,2,2,16,0,699,Seneca
74,2,2,17,0,718,Seneca
74,2,2,18,0,713,Seneca
74,2,2,19,0,702,Seneca
74,2,2,20,1,709,Seneca
74,2,2,21,0,712,Seneca
75,1,1,1,7,18394,Shelby
75,1,1,2,6,18343,Shelby
75,1,1,3,6,18192,Shelby
75,1,1,4,10,18268,Shelby
75,1,1,5,0,18847,Shelby
75,1,1,6,6,19568,Shelby
75,1,1,7,6,20095,Shelby
75,1,1,8,8,20348,Shelby
75,1,1,9,16,20286,Shelby
75,1,1,10,9,20547,Shelby
75,1,1,11,8,20887,Shelby
75,1,1,12,6,21024,Shelby
75,1,1,13,13,20982,Shelby
75,1,1,14,18,21219,Shelby
75,1,1,15,16,21270,Shelby
75,1,1,16,26,20977,Shelby
75,1,1,17,16,21183,Shelby
75,1,1,18,12,21361,Shelby
75,1,1,19,13,21450,Shelby
75,1,1,20,14,21574,Shelby
75,1,1,21,16,21651,Shelby
75,1,2,1,1,293,Shelby
75,1,2,2,0,289,Shelby
75,1,2,3,0,283,Shelby
75,1,2,4,0,284,Shelby
75,1,2,5,2,296,Shelby
75,1,2,6,1,298,Shelby
75,1,2,7,0,306,Shelby
75,1,2,8,0,313,Shelby
75,1,2,9,0,308,Shelby
75,1,2,10,0,313,Shelby
75,1,2,11,1,314,Shelby
75,1,2,12,0,315,Shelby
75,1,2,13,0,321,Shelby
75,1,2,14,0,319,Shelby
75,1,2,15,0,313,Shelby
75,1,2,16,0,300,Shelby
75,1,2,17,0,298,Shelby
75,1,2,18,0,301,Shelby
75,1,2,19,0,302,Shelby
75,1,2,20,0,300,Shelby
75,1,2,21,0,307,Shelby
75,2,1,1,2,18989,Shelby
75,2,1,2,1,18936,Shelby
75,2,1,3,0,18793,Shelby
75,2,1,4,2,18776,Shelby
75,2,1,5,2,19288,Shelby
75,2,1,6,2,19911,Shelby
75,2,1,7,4,20400,Shelby
75,2,1,8,3,20721,Shelby
75,2,1,9,2,20663,Shelby
75,2,1,10,2,20934,Shelby
75,2,1,11,4,21289,Shelby
75,2,1,12,3,21431,Shelby
75,2,1,13,6,21440,Shelby
75,2,1,14,3,21655,Shelby
75,2,1,15,3,21635,Shelby
75,2,1,16,4,21469,Shelby
75,2,1,17,7,21634,Shelby
75,2,1,18,10,21811,Shelby
75,2,1,19,8,21787,Shelby
75,2,1,20,2,21919,Shelby
75,2,1,21,6,21986,Shelby
75,2,2,1,0,290,Shelby
75,2,2,2,0,286,Shelby
75,2,2,3,0,283,Shelby
75,2,2,4,1,267,Shelby
75,2,2,5,0,279,Shelby
75,2,2,6,0,284,Shelby
75,2,2,7,0,278,Shelby
75,2,2,8,0,285,Shelby
75,2,2,9,0,285,Shelby
75,2,2,10,0,290,Shelby
75,2,2,11,0,283,Shelby
75,2,2,12,0,286,Shelby
75,2,2,13,0,291,Shelby
75,2,2,14,0,288,Shelby
75,2,2,15,0,284,Shelby
75,2,2,16,0,274,Shelby
75,2,2,17,0,277,Shelby
75,2,2,18,0,280,Shelby
75,2,2,19,0,280,Shelby
75,2,2,20,0,283,Shelby
75,2,2,21,0,295,Shelby
76,1,1,1,94,168201,Stark
76,1,1,2,91,168767,Stark
76,1,1,3,83,168940,Stark
76,1,1,4,104,170518,Stark
76,1,1,5,92,169065,Stark
76,1,1,6,92,173301,Stark
76,1,1,7,118,173575,Stark
76,1,1,8,112,171216,Stark
76,1,1,9,129,170084,Stark
76,1,1,10,102,169919,Stark
76,1,1,11,112,170702,Stark
76,1,1,12,127,169848,Stark
76,1,1,13,127,169652,Stark
76,1,1,14,131,169500,Stark
76,1,1,15,124,168632,Stark
76,1,1,16,138,167216,Stark
76,1,1,17,139,166975,Stark
76,1,1,18,131,166075,Stark
76,1,1,19,139,164411,Stark
76,1,1,20,157,163781,Stark
76,1,1,21,133,162930,Stark
76,1,2,1,8,10431,Stark
76,1,2,2,6,10568,Stark
76,1,2,3,3,10753,Stark
76,1,2,4,4,10785,Stark
76,1,2,5,12,10780,Stark
76,1,2,6,10,11165,Stark
76,1,2,7,4,11322,Stark
76,1,2,8,5,11322,Stark
76,1,2,9,9,11345,Stark
76,1,2,10,4,11533,Stark
76,1,2,11,11,11737,Stark
76,1,2,12,14,11952,Stark
76,1,2,13,15,12169,Stark
76,1,2,14,8,12326,Stark
76,1,2,15,10,12579,Stark
76,1,2,16,16,12659,Stark
76,1,2,17,6,12803,Stark
76,1,2,18,8,12919,Stark
76,1,2,19,10,13022,Stark
76,1,2,20,6,13245,Stark
76,1,2,21,24,13429,Stark
76,2,1,1,12,179379,Stark
76,2,1,2,17,179906,Stark
76,2,1,3,23,180174,Stark
76,2,1,4,23,181558,Stark
76,2,1,5,26,180204,Stark
76,2,1,6,22,184418,Stark
76,2,1,7,33,184934,Stark
76,2,1,8,37,182892,Stark
